question,response
What is the document cut-off time for submitting an Original Bill of Lading to CHERRY shipping line?,"The document cut-off time for submitting an Original Bill of Lading is 12:00 noon, 2 working days before the vessel's estimated time of arrival."
What is the maximum length allowed for a CHERRY shipping line Bill of Lading (B/L) number?,The maximum length allowed for a CHERRY shipping line B/L number is 20 characters.
What documents are required for customs clearance in Tanzania?,"Customs clearance in Tanzania requires a Commercial Invoice, Packing List, Bill of Lading, Import Declaration Form (IDF), Pre-arrival Declaration (PAD), Certificate of Conformity (CoC) if applicable, and Certificate of Origin (if applicable)."
What is the minimum lead time required for booking confirmation when shipping with CHERRY shipping line?,A minimum of 5 working days before vessel arrival is required for booking confirmation.
What specific regulations must be followed when shipping dangerous goods with CHERRY shipping line?,"Dangerous goods shipments must comply with IMDG regulations and CHERRY's internal policies. Additionally, they must adhere to German dangerous goods regulations."
What documentation is required for customs clearance in Argentina?,"Customs clearance in Argentina must be handled by a licensed customs broker and requires the following documents: Commercial Invoice, Packing List, Bill of Lading, Import License (if applicable), and Certificate of Origin (if applicable)."
What documentation is required for shipping personal effects and household goods to Australia via CHERRY shipping line?,A detailed inventory list and an owner's declaration of contents are required. These shipments may also be subject to quarantine inspection and must be handled by approved freight forwarders or moving companies.
What documentation is required for shipping dangerous goods to Chile via CHERRY shipping line?,A Dangerous Goods Declaration (in Spanish) and Safety Data Sheets (SDS) in Spanish are required.
What are the documentation requirements for shipping waste and scrap materials with CHERRY shipping line?,Acceptance of waste and scrap materials is subject to the destination country's regulations. Additional documentation may be required for such shipments.
What is the contact email address for CHERRY Shipping Line's Taiwan office?,The contact email address for CHERRY Shipping Line's Taiwan office is [Insert email address].
Can tobacco or alcoholic beverages be shipped with CHERRY?,"No, the shipment of tobacco, alcoholic beverages, and veterinary goods is prohibited by CHERRY."
What contact information is mandatory for both shipper and consignee details when shipping to Malaysia via CHERRY Shipping Line?,Both phone number and email address are mandatory contact information for shipper and consignee details.
Are transshipments allowed for cargo shipped with CHERRY shipping line to Qatar?,"No, transshipments are not allowed for cargo shipped with CHERRY shipping line to Qatar."
What are the normal working hours for Customs at Inland Container Depots (ICDs) in Kenya on Saturdays?,Customs at Inland Container Depots (ICDs) in Kenya operate from 08:00 to 13:00 on Saturdays.
"What type of information is required for the ""notify party"" on a ""To Order"" Bill of Lading for shipments to the UAE?",The notify party must include their UAE trade license number.
What specific requirements and restrictions apply to shipments destined for the United States of America when using CHERRY Shipping Line?,"To determine the specific requirements and restrictions for shipments to the USA via CHERRY Shipping Line, you would need to consult the ""CHERRY Shipping Line: United States of America (USA) - Requirements and Restrictions"" document."
