question,response
What documentation is required for customs clearance in Djibouti when importing goods?,"Customs clearance in Djibouti must be handled by a licensed customs broker and requires the following documents: Commercial Invoice, Packing List, Bill of Lading, Import License (if applicable), and Certificate of Origin (if applicable)."
What documentation is required for importing a used vehicle into the UAE?,"For importing a used vehicle into the UAE, you will need the original vehicle documents, a pre-shipment inspection certificate, and the vehicle must not be older than 5 years."
What documentation is required when shipping personal effects and household goods through CHERRY?,A detailed inventory list in both Ukrainian and English is required.
What are the specific emission standards that new vehicles must comply with when being imported into Indonesia?,New vehicles imported into Indonesia must comply with Indonesian emission standards and obtain approval from the Ministry of Industry.
What is the payment method accepted for freight shipments to Kenya by CHERRY shipping line?,CHERRY shipping line requires all freight to be invoiced as prepaid. Freight Collect is not allowed.
What types of certificates are required for agricultural and animal products being shipped to Argentina?,"Agricultural products may require phytosanitary certificates from SENASA (Servicio Nacional de Sanidad y Calidad Agroalimentaria), while animal products may require veterinary health certificates from SENASA."
Will customs operations in Russia be open during Victory Day on May 9th?,"Customs operations in Russia are typically closed on public holidays, including Victory Day."
What specific dangerous goods regulations must be followed when shipping to Germany using CHERRY shipping line?,Shipments must comply with both the IMDG regulations and German dangerous goods regulations.
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg.  Containers exceeding this weight require special approval and may incur additional charges."
What documents are required for customs clearance in Tanzania?,"Customs clearance in Tanzania requires a Commercial Invoice, Packing List, Bill of Lading, Import Declaration Form (IDF), Pre-arrival Declaration (PAD), Certificate of Conformity (CoC) if applicable, and a Certificate of Origin if applicable."
I am shipping non-basmati rice from India.  What is the HS code I should use and are there any restrictions on this shipment?,You cannot ship non-basmati rice from India as exports under HS code 10063090 are banned.
